PHRASE,TOTAL,aljazeera,alternet,americanconservative,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,foreignaffairs,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,jacobinmag,lewrockwell,mintpress,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,opednews,pbs,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,strategicculture,time,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,TOPIC,HKG,CHN,RUS,MYANMAR,INDIA,OTHER,bias_score,calculated_bias
see,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,2.49e-13,0,0.0,0.0,,,,,,,,,Neutral
seen,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,2.58e-13,0,0.0,0.0,,,,,,,,,Neutral
self determination,186.0,23.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,4.0,0.0,1.0,15.0,7.0,16.0,5.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,7.0,17.0,0.0,0.0,13.0,5.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,12.0,1.0,3.0,8.0,0.0,43,2.31e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-60.0,Left
semi autonomous,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,2.6e-13,0,0.0,0.0,,,,,,,,,Neutral
sent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,3.34e-13,0,0.0,0.0,,,,,,,,,Neutral
sent a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,5.73e-13,0,0.0,0.0,,,,,,,,,Neutral
several,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,1.98e-13,0,0.0,0.0,,,,,,,,,Neutral
sex,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,1.11e-12,0,0.0,0.0,,,,,,,,,Neutral
she was,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767,5.58e-13,0,0.0,0.0,,,,,,,,,Neutral
signed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,2.05e-13,0,0.0,0.0,,,,,,,,,Neutral
signed a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,2.41e-13,0,0.0,0.0,,,,,,,,,Neutral
signing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,5.2e-13,0,0.0,0.0,,,,,,,,,Neutral
signing up,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,7.67e-13,0,0.0,0.0,,,,,,,,,Neutral
since,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,7.03e-13,0,0.0,0.0,,,,,,,,,Neutral
situation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,2.45e-13,0,0.0,0.0,,,,,,,,,Neutral
slavery,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,9.9e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
social,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,1.36e-12,0,0.0,0.0,,,,,,,,,Neutral
social media,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,5.91e-13,0,0.0,0.0,,,,,,,,,Neutral
society,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,4.59e-13,0,0.0,0.0,,,,,,,,,Neutral
soldiers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,2.08e-13,0,0.0,0.0,,,,,,,,,Neutral
solidarity,506.0,34.0,4.0,2.0,11.0,3.0,0.0,5.0,26.0,0.0,0.0,35.0,4.0,18.0,79.0,9.0,24.0,42.0,3.0,1.0,4.0,5.0,2.0,6.0,10.0,17.0,38.0,1.0,2.0,2.0,14.0,3.0,8.0,2.0,4.0,0.0,5.0,4.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,6.0,6.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,6.0,27.0,4.0,36,3.38e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-184.0,Left
solidarity with,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,2.25e-13,0,0.0,0.0,,,,,,,,,Neutral
something,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,1.86e-13,0,0.0,0.0,,,,,,,,,Neutral
spam,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,7.71e-13,0,0.0,0.0,,,,,,,,,Neutral
special,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,3.57e-13,0,0.0,0.0,,,,,,,,,Neutral
speech,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,7.42e-13,0,0.0,0.0,,,,,,,,,Neutral
spokesman,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,3.7e-13,0,0.0,0.0,,,,,,,,,Neutral
spokesperson,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,4.58e-13,0,0.0,0.0,,,,,,,,,Neutral
state,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,7.57e-12,1,0.0,0.0,,,,,,,,,Neutral
state terrorism,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,1.0,0.0,39,2.66e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,Left
statement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,3.09e-12,0,0.0,0.0,,,,,,,,,Neutral
states,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,3.66e-12,0,0.0,0.0,,,,,,,,,Neutral
still,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,3.97e-13,0,0.0,0.0,,,,,,,,,Neutral
stock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,5.77e-13,0,0.0,0.0,,,,,,,,,Neutral
students,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,5.17e-13,0,0.0,0.0,,,,,,,,,Neutral
subversion,724.0,69.0,0.0,1.0,1.0,0.0,0.0,32.0,87.0,22.0,0.0,1.0,8.0,50.0,5.0,0.0,7.0,6.0,1.0,0.0,31.0,22.0,8.0,5.0,26.0,17.0,111.0,2.0,3.0,0.0,7.0,1.0,3.0,12.0,15.0,6.0,18.0,11.0,4.0,1.0,0.0,3.0,17.0,0.0,6.0,1.0,1.0,6.0,0.0,16.0,0.0,6.0,0.0,14.0,11.0,35.0,0.0,47,2.49e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-105.0,Left
such as,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,2.53e-12,0,0.0,0.0,,,,,,,,,Neutral
support,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,1.05e-12,0,0.0,0.0,,,,,,,,,Neutral
support our,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,4.16e-13,0,0.0,0.0,,,,,,,,,Neutral
surveillance,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,4.47e-12,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
survival of our,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,4.87e-13,0,0.0,0.0,,,,,,,,,Neutral
sweeping,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,1.76e-13,0,0.0,0.0,,,,,,,,,Neutral
system,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,1.13e-12,0,0.0,0.0,,,,,,,,,Neutral
systems,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,3.09e-13,0,0.0,0.0,,,,,,,,,Neutral
taking,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,1.84e-13,0,0.0,0.0,,,,,,,,,Neutral
talks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,2.6e-12,0,0.0,0.0,,,,,,,,,Neutral
tech,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,5.39e-13,0,0.0,0.0,,,,,,,,,Neutral
technology,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,2.61e-12,0,0.0,0.0,,,,,,,,,Neutral
territory,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,5.6e-13,1,1.0,0.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,Neutral
terrorism,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,7.03e-13,1,0.0,0.0,,,,,,,,,Neutral
terrorist,978.0,87.0,3.0,2.0,14.0,2.0,3.0,12.0,31.0,0.0,2.0,8.0,4.0,67.0,36.0,14.0,41.0,19.0,7.0,0.0,13.0,18.0,6.0,0.0,61.0,43.0,87.0,5.0,9.0,19.0,13.0,18.0,14.0,15.0,22.0,16.0,20.0,8.0,5.0,4.0,2.0,5.0,13.0,31.0,8.0,9.0,4.0,9.0,5.0,3.0,8.0,24.0,2.0,1.0,17.0,77.0,1.0,16,7.95e-13,1,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-183.0,Left
terrorist and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731,7.36e-13,0,0.0,0.0,,,,,,,,,Neutral
that China,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,1.76e-13,0,0.0,0.0,,,,,,,,,Neutral
that can,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778,5.11e-13,0,0.0,0.0,,,,,,,,,Neutral
that he,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994,1.79e-13,0,0.0,0.0,,,,,,,,,Neutral
that is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,2.48e-13,0,0.0,0.0,,,,,,,,,Neutral
that matter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,6.17e-13,0,0.0,0.0,,,,,,,,,Neutral
that matters,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,1.19e-12,0,0.0,0.0,,,,,,,,,Neutral
that the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,1.41e-12,0,0.0,0.0,,,,,,,,,Neutral
the Afghan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635,4.43e-12,0,0.0,0.0,,,,,,,,,Neutral
the American,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,2.55e-13,0,0.0,0.0,,,,,,,,,Neutral
the BBC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,3.16e-13,0,0.0,0.0,,,,,,,,,Neutral
the BJP,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2.44e-13,1,1.0,0.0,1.0,,,,,,,,Neutral
the British,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3.86e-13,1,1.0,0.0,,,,,,,,,Neutral
the CCP,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,1.69e-12,0,0.0,0.0,,,,,,,,,Neutral
the CIA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826,3.7e-13,0,0.0,0.0,,,,,,,,,Neutral
the Chinese,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1.75e-11,1,1.0,0.0,,,,,,,,,Neutral
the Chinese Communist,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,1.13e-12,1,1.0,0.0,,,,,,,,,Neutral
the Chinese government,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,7.75e-13,1,1.0,0.0,,,,,,,,,Neutral
the Cold War,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,2.43e-13,1,1.0,0.0,,,,,,,,,Neutral
the Commerce Department,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,5.36e-13,0,0.0,0.0,,,,,,,,,Neutral
the Constitution,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871,2.99e-13,0,0.0,0.0,,,,,,,,,Neutral
the EU,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,3.51e-13,0,0.0,0.0,,,,,,,,,Neutral
the European,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,3.65e-13,0,0.0,0.0,,,,,,,,,Neutral
the Honduran,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877,2.91e-13,0,0.0,0.0,,,,,,,,,Neutral
the Hong Kong,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733,7.11e-13,0,0.0,0.0,,,,,,,,,Neutral
the ICC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,1.78e-13,1,1.0,0.0,,,,,,,,,Neutral
the Indian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9.65e-12,1,1.0,0.0,,,,,,,,,Neutral
the Iranian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,3.47e-13,0,0.0,0.0,,,,,,,,,Neutral
the MEK,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,1.35e-12,1,1.0,0.0,1.0,,,,,,,,Neutral
the NBA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,1.92e-13,0,0.0,0.0,,,,,,,,,Neutral
the PRC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4.55e-13,1,1.0,0.0,1.0,,,,,,,,Neutral
the Rohingya,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3.27e-12,1,1.0,0.0,1.0,,,,,,,,Neutral
the Rwandan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2.03e-13,1,1.0,0.0,1.0,,,,,,,,Neutral
the Saudi,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761,5.8e-13,0,0.0,0.0,,,,,,,,,Neutral
the Spanish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4.45e-13,1,1.0,0.0,,,,,,,,,Neutral
the State,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827,3.68e-13,0,0.0,0.0,,,,,,,,,Neutral
the State Department,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,2.27e-13,0,0.0,0.0,,,,,,,,,Neutral
the Syrian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,3.12e-13,1,1.0,0.0,,,,,,,,,Neutral
the Trump,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,5.31e-13,0,0.0,0.0,,,,,,,,,Neutral
the UAE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,3.29e-13,0,0.0,0.0,,,,,,,,,Neutral
the UK,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,8.22e-12,0,0.0,0.0,,,,,,,,,Neutral
the UN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,8.97e-13,0,0.0,0.0,,,,,,,,,Neutral
the US,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,1.75e-10,0,0.0,0.0,,,,,,,,,Neutral
the US and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,4.82e-13,0,0.0,0.0,,,,,,,,,Neutral
the United Nations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,4.64e-13,1,1.0,0.0,,,,,,,,,Neutral
the United States,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,1.09e-10,0,0.0,0.0,,,,,,,,,Neutral
the Venezuelan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793,4.55e-13,0,0.0,0.0,,,,,,,,,Neutral
the West,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,1.79e-12,0,0.0,0.0,,,,,,,,,Neutral
the Western,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972,1.94e-13,0,0.0,0.0,,,,,,,,,Neutral
the Xinjiang,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832,3.54e-13,0,0.0,0.0,,,,,,,,,Neutral
the audio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828,3.67e-13,0,0.0,0.0,,,,,,,,,Neutral
the bill,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,2.05e-13,0,0.0,0.0,,,,,,,,,Neutral
the box,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728,7.51e-13,0,0.0,0.0,,,,,,,,,Neutral
the city,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,2.25e-12,0,0.0,0.0,,,,,,,,,Neutral
the citys,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,2.46e-12,0,0.0,0.0,,,,,,,,,Neutral
the commission,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855,3.18e-13,0,0.0,0.0,,,,,,,,,Neutral
the company,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,2.6e-13,0,0.0,0.0,,,,,,,,,Neutral
the coronavirus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,3.35e-12,0,0.0,0.0,,,,,,,,,Neutral
the country,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,9.2e-13,0,0.0,0.0,,,,,,,,,Neutral
the countrys,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,1.14e-12,0,0.0,0.0,,,,,,,,,Neutral
the coup,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,3.72e-13,0,0.0,0.0,,,,,,,,,Neutral
the detention,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,1.25e-12,0,0.0,0.0,,,,,,,,,Neutral
the detention and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,2.31e-13,0,0.0,0.0,,,,,,,,,Neutral
the embassy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971,2.01e-13,0,0.0,0.0,,,,,,,,,Neutral
the government,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,1.61e-12,0,0.0,0.0,,,,,,,,,Neutral
the group,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,3.06e-13,0,0.0,0.0,,,,,,,,,Neutral
the international,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958,2.12e-13,0,0.0,0.0,,,,,,,,,Neutral
the law,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,4.52e-12,0,0.0,0.0,,,,,,,,,Neutral
the legislation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,9.02e-13,0,0.0,0.0,,,,,,,,,Neutral
the lines,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,2.87e-13,0,0.0,0.0,,,,,,,,,Neutral
the mainland,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,3.39e-13,0,0.0,0.0,,,,,,,,,Neutral
the military,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,1.35e-12,0,0.0,0.0,,,,,,,,,Neutral
the most,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948,2.21e-13,0,0.0,0.0,,,,,,,,,Neutral
the national,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,3.98e-13,0,0.0,0.0,,,,,,,,,Neutral
the national security,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,4.3e-13,0,0.0,0.0,,,,,,,,,Neutral
the new,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,1.79e-12,0,0.0,0.0,,,,,,,,,Neutral
the new law,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,4.49e-13,0,0.0,0.0,,,,,,,,,Neutral
the pandemic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879,2.89e-13,0,0.0,0.0,,,,,,,,,Neutral
the party,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,4.83e-13,0,0.0,0.0,,,,,,,,,Neutral
